DATA,DATA,PAÍS,CONFIRMADOS,FATAIS,RECUPERADOS
2020-02-29 00:00:00,2020-02-29 00:00:00,Afghanistan,1,0,0
2020-03-01 00:00:00,2020-03-01 00:00:00,Afghanistan,1,0,0
2020-03-02 00:00:00,2020-03-02 00:00:00,Afghanistan,1,0,0
2020-03-03 00:00:00,2020-03-03 00:00:00,Afghanistan,1,0,0
2020-03-04 00:00:00,2020-03-04 00:00:00,Afghanistan,1,0,0
2020-03-05 00:00:00,2020-03-05 00:00:00,Afghanistan,1,0,0
2020-03-06 00:00:00,2020-03-06 00:00:00,Afghanistan,1,0,0
2020-03-07 00:00:00,2020-03-07 00:00:00,Afghanistan,1,0,0
2020-03-08 00:00:00,2020-03-08 00:00:00,Afghanistan,4,0,0
2020-03-09 00:00:00,2020-03-09 00:00:00,Afghanistan,4,0,0
2020-03-10 00:00:00,2020-03-10 00:00:00,Afghanistan,5,0,0
2020-03-11 00:00:00,2020-03-11 00:00:00,Afghanistan,7,0,0
2020-03-12 00:00:00,2020-03-12 00:00:00,Afghanistan,7,0,0
2020-03-13 00:00:00,2020-03-13 00:00:00,Afghanistan,7,0,0
2020-03-14 00:00:00,2020-03-14 00:00:00,Afghanistan,11,0,0
2020-03-15 00:00:00,2020-03-15 00:00:00,Afghanistan,16,0,0
2020-03-16 00:00:00,2020-03-16 00:00:00,Afghanistan,21,0,1
2020-03-17 00:00:00,2020-03-17 00:00:00,Afghanistan,22,0,1
2020-03-18 00:00:00,2020-03-18 00:00:00,Afghanistan,22,0,1
2020-03-19 00:00:00,2020-03-19 00:00:00,Afghanistan,22,0,1
2020-03-20 00:00:00,2020-03-20 00:00:00,Afghanistan,24,0,1
2020-03-21 00:00:00,2020-03-21 00:00:00,Afghanistan,24,0,1
2020-03-22 00:00:00,2020-03-22 00:00:00,Afghanistan,40,1,1
2020-03-23 00:00:00,2020-03-23 00:00:00,Afghanistan,40,1,1
2020-03-24 00:00:00,2020-03-24 00:00:00,Afghanistan,74,1,1
2020-03-25 00:00:00,2020-03-25 00:00:00,Afghanistan,84,2,2
2020-03-26 00:00:00,2020-03-26 00:00:00,Afghanistan,94,4,2
2020-03-27 00:00:00,2020-03-27 00:00:00,Afghanistan,110,4,2
2020-03-28 00:00:00,2020-03-28 00:00:00,Afghanistan,110,4,2
2020-03-29 00:00:00,2020-03-29 00:00:00,Afghanistan,120,4,2
2020-03-30 00:00:00,2020-03-30 00:00:00,Afghanistan,170,4,2
2020-03-31 00:00:00,2020-03-31 00:00:00,Afghanistan,174,4,5
2020-04-01 00:00:00,2020-04-01 00:00:00,Afghanistan,237,4,5
2020-04-02 00:00:00,2020-04-02 00:00:00,Afghanistan,273,6,10
2020-04-03 00:00:00,2020-04-03 00:00:00,Afghanistan,281,6,10
2020-04-04 00:00:00,2020-04-04 00:00:00,Afghanistan,299,7,10
2020-04-05 00:00:00,2020-04-05 00:00:00,Afghanistan,349,7,15
2020-04-06 00:00:00,2020-04-06 00:00:00,Afghanistan,367,11,18
2020-04-07 00:00:00,2020-04-07 00:00:00,Afghanistan,423,14,18
2020-04-08 00:00:00,2020-04-08 00:00:00,Afghanistan,444,14,29
2020-04-09 00:00:00,2020-04-09 00:00:00,Afghanistan,484,15,32
2020-04-10 00:00:00,2020-04-10 00:00:00,Afghanistan,521,15,32
2020-04-11 00:00:00,2020-04-11 00:00:00,Afghanistan,555,18,32
2020-04-12 00:00:00,2020-04-12 00:00:00,Afghanistan,607,18,32
2020-04-13 00:00:00,2020-04-13 00:00:00,Afghanistan,665,21,32
2020-04-14 00:00:00,2020-04-14 00:00:00,Afghanistan,714,23,40
2020-04-15 00:00:00,2020-04-15 00:00:00,Afghanistan,784,25,43
2020-04-16 00:00:00,2020-04-16 00:00:00,Afghanistan,840,30,54
2020-04-17 00:00:00,2020-04-17 00:00:00,Afghanistan,906,30,99
2020-04-18 00:00:00,2020-04-18 00:00:00,Afghanistan,933,30,112
2020-04-19 00:00:00,2020-04-19 00:00:00,Afghanistan,996,33,131
2020-04-20 00:00:00,2020-04-20 00:00:00,Afghanistan,1026,33,131
2020-01-22 00:00:00,2020-01-22 00:00:00,Albania,0,0,0
2020-01-23 00:00:00,2020-01-23 00:00:00,Albania,0,0,0
2020-01-24 00:00:00,2020-01-24 00:00:00,Albania,0,0,0
2020-01-25 00:00:00,2020-01-25 00:00:00,Albania,0,0,0
2020-01-26 00:00:00,2020-01-26 00:00:00,Albania,0,0,0
2020-01-27 00:00:00,2020-01-27 00:00:00,Albania,0,0,0
2020-01-28 00:00:00,2020-01-28 00:00:00,Albania,0,0,0
2020-01-29 00:00:00,2020-01-29 00:00:00,Albania,0,0,0
2020-01-30 00:00:00,2020-01-30 00:00:00,Albania,0,0,0
2020-01-31 00:00:00,2020-01-31 00:00:00,Albania,0,0,0
2020-02-01 00:00:00,2020-02-01 00:00:00,Albania,0,0,0
2020-02-02 00:00:00,2020-02-02 00:00:00,Albania,0,0,0
2020-02-03 00:00:00,2020-02-03 00:00:00,Albania,0,0,0
2020-02-04 00:00:00,2020-02-04 00:00:00,Albania,0,0,0
2020-02-05 00:00:00,2020-02-05 00:00:00,Albania,0,0,0
2020-02-06 00:00:00,2020-02-06 00:00:00,Albania,0,0,0
2020-02-07 00:00:00,2020-02-07 00:00:00,Albania,0,0,0
2020-02-08 00:00:00,2020-02-08 00:00:00,Albania,0,0,0
2020-02-09 00:00:00,2020-02-09 00:00:00,Albania,0,0,0
2020-02-10 00:00:00,2020-02-10 00:00:00,Albania,0,0,0
2020-02-11 00:00:00,2020-02-11 00:00:00,Albania,0,0,0
2020-02-12 00:00:00,2020-02-12 00:00:00,Albania,0,0,0
2020-02-13 00:00:00,2020-02-13 00:00:00,Albania,0,0,0
2020-02-14 00:00:00,2020-02-14 00:00:00,Albania,0,0,0
2020-02-15 00:00:00,2020-02-15 00:00:00,Albania,0,0,0
2020-02-16 00:00:00,2020-02-16 00:00:00,Albania,0,0,0
2020-02-17 00:00:00,2020-02-17 00:00:00,Albania,0,0,0
2020-02-18 00:00:00,2020-02-18 00:00:00,Albania,0,0,0
2020-02-19 00:00:00,2020-02-19 00:00:00,Albania,0,0,0
2020-02-20 00:00:00,2020-02-20 00:00:00,Albania,0,0,0
2020-02-21 00:00:00,2020-02-21 00:00:00,Albania,0,0,0
2020-02-22 00:00:00,2020-02-22 00:00:00,Albania,0,0,0
2020-02-23 00:00:00,2020-02-23 00:00:00,Albania,0,0,0
2020-02-24 00:00:00,2020-02-24 00:00:00,Albania,0,0,0
2020-02-25 00:00:00,2020-02-25 00:00:00,Albania,0,0,0
2020-02-26 00:00:00,2020-02-26 00:00:00,Albania,0,0,0
2020-02-27 00:00:00,2020-02-27 00:00:00,Albania,0,0,0
2020-02-28 00:00:00,2020-02-28 00:00:00,Albania,0,0,0
2020-02-29 00:00:00,2020-02-29 00:00:00,Albania,0,0,0
2020-03-01 00:00:00,2020-03-01 00:00:00,Albania,0,0,0
2020-03-02 00:00:00,2020-03-02 00:00:00,Albania,0,0,0
2020-03-03 00:00:00,2020-03-03 00:00:00,Albania,0,0,0
2020-03-04 00:00:00,2020-03-04 00:00:00,Albania,0,0,0
2020-03-05 00:00:00,2020-03-05 00:00:00,Albania,0,0,0
2020-03-06 00:00:00,2020-03-06 00:00:00,Albania,0,0,0
2020-03-07 00:00:00,2020-03-07 00:00:00,Albania,0,0,0
2020-03-08 00:00:00,2020-03-08 00:00:00,Albania,0,0,0
2020-03-09 00:00:00,2020-03-09 00:00:00,Albania,2,0,0
2020-03-10 00:00:00,2020-03-10 00:00:00,Albania,10,0,0
2020-03-11 00:00:00,2020-03-11 00:00:00,Albania,12,1,0
2020-03-12 00:00:00,2020-03-12 00:00:00,Albania,23,1,0
2020-03-13 00:00:00,2020-03-13 00:00:00,Albania,33,1,0
2020-03-14 00:00:00,2020-03-14 00:00:00,Albania,38,1,0
2020-03-15 00:00:00,2020-03-15 00:00:00,Albania,42,1,0
2020-03-16 00:00:00,2020-03-16 00:00:00,Albania,51,1,0
2020-03-17 00:00:00,2020-03-17 00:00:00,Albania,55,1,0
2020-03-18 00:00:00,2020-03-18 00:00:00,Albania,59,2,0
2020-03-19 00:00:00,2020-03-19 00:00:00,Albania,64,2,0
2020-03-20 00:00:00,2020-03-20 00:00:00,Albania,70,2,0
2020-03-21 00:00:00,2020-03-21 00:00:00,Albania,76,2,2
2020-03-22 00:00:00,2020-03-22 00:00:00,Albania,89,2,2
2020-03-23 00:00:00,2020-03-23 00:00:00,Albania,104,4,2
2020-03-24 00:00:00,2020-03-24 00:00:00,Albania,123,5,10
2020-03-25 00:00:00,2020-03-25 00:00:00,Albania,146,5,17
2020-03-26 00:00:00,2020-03-26 00:00:00,Albania,174,6,17
2020-03-27 00:00:00,2020-03-27 00:00:00,Albania,186,8,31
2020-03-28 00:00:00,2020-03-28 00:00:00,Albania,197,10,31
2020-03-29 00:00:00,2020-03-29 00:00:00,Albania,212,10,33
2020-03-30 00:00:00,2020-03-30 00:00:00,Albania,223,11,44
2020-03-31 00:00:00,2020-03-31 00:00:00,Albania,243,15,52
2020-04-01 00:00:00,2020-04-01 00:00:00,Albania,259,15,67
2020-04-02 00:00:00,2020-04-02 00:00:00,Albania,277,16,76
2020-04-03 00:00:00,2020-04-03 00:00:00,Albania,304,17,89
2020-04-04 00:00:00,2020-04-04 00:00:00,Albania,333,20,99
2020-04-05 00:00:00,2020-04-05 00:00:00,Albania,361,20,104
2020-04-06 00:00:00,2020-04-06 00:00:00,Albania,377,21,116
2020-04-07 00:00:00,2020-04-07 00:00:00,Albania,383,22,131
2020-04-08 00:00:00,2020-04-08 00:00:00,Albania,400,22,154
2020-04-09 00:00:00,2020-04-09 00:00:00,Albania,409,23,165
2020-04-10 00:00:00,2020-04-10 00:00:00,Albania,416,23,182
2020-04-11 00:00:00,2020-04-11 00:00:00,Albania,433,23,197
2020-04-12 00:00:00,2020-04-12 00:00:00,Albania,446,23,217
2020-04-13 00:00:00,2020-04-13 00:00:00,Albania,467,23,232
2020-04-14 00:00:00,2020-04-14 00:00:00,Albania,475,24,248
2020-04-15 00:00:00,2020-04-15 00:00:00,Albania,494,25,251
2020-04-16 00:00:00,2020-04-16 00:00:00,Albania,518,26,277
2020-04-17 00:00:00,2020-04-17 00:00:00,Albania,539,26,283
2020-04-18 00:00:00,2020-04-18 00:00:00,Albania,548,26,302
2020-04-19 00:00:00,2020-04-19 00:00:00,Albania,562,26,314
2020-04-20 00:00:00,2020-04-20 00:00:00,Albania,584,26,327
2020-01-22 00:00:00,2020-01-22 00:00:00,Algeria,0,0,0
2020-01-23 00:00:00,2020-01-23 00:00:00,Algeria,0,0,0
2020-01-24 00:00:00,2020-01-24 00:00:00,Algeria,0,0,0
2020-01-25 00:00:00,2020-01-25 00:00:00,Algeria,0,0,0
2020-01-26 00:00:00,2020-01-26 00:00:00,Algeria,0,0,0
2020-01-27 00:00:00,2020-01-27 00:00:00,Algeria,0,0,0
2020-01-28 00:00:00,2020-01-28 00:00:00,Algeria,0,0,0
2020-01-29 00:00:00,2020-01-29 00:00:00,Algeria,0,0,0
2020-01-30 00:00:00,2020-01-30 00:00:00,Algeria,0,0,0
2020-01-31 00:00:00,2020-01-31 00:00:00,Algeria,0,0,0
2020-02-01 00:00:00,2020-02-01 00:00:00,Algeria,0,0,0
2020-02-02 00:00:00,2020-02-02 00:00:00,Algeria,0,0,0
2020-02-03 00:00:00,2020-02-03 00:00:00,Algeria,0,0,0
2020-02-04 00:00:00,2020-02-04 00:00:00,Algeria,0,0,0
2020-02-05 00:00:00,2020-02-05 00:00:00,Algeria,0,0,0
2020-02-06 00:00:00,2020-02-06 00:00:00,Algeria,0,0,0
2020-02-07 00:00:00,2020-02-07 00:00:00,Algeria,0,0,0
2020-02-08 00:00:00,2020-02-08 00:00:00,Algeria,0,0,0
2020-02-09 00:00:00,2020-02-09 00:00:00,Algeria,0,0,0
2020-02-10 00:00:00,2020-02-10 00:00:00,Algeria,0,0,0
2020-02-11 00:00:00,2020-02-11 00:00:00,Algeria,0,0,0
2020-02-12 00:00:00,2020-02-12 00:00:00,Algeria,0,0,0
2020-02-13 00:00:00,2020-02-13 00:00:00,Algeria,0,0,0
2020-02-14 00:00:00,2020-02-14 00:00:00,Algeria,0,0,0
2020-02-15 00:00:00,2020-02-15 00:00:00,Algeria,0,0,0
2020-02-16 00:00:00,2020-02-16 00:00:00,Algeria,0,0,0
2020-02-17 00:00:00,2020-02-17 00:00:00,Algeria,0,0,0
2020-02-18 00:00:00,2020-02-18 00:00:00,Algeria,0,0,0
2020-02-19 00:00:00,2020-02-19 00:00:00,Algeria,0,0,0
2020-02-20 00:00:00,2020-02-20 00:00:00,Algeria,0,0,0
2020-02-21 00:00:00,2020-02-21 00:00:00,Algeria,0,0,0
2020-02-22 00:00:00,2020-02-22 00:00:00,Algeria,0,0,0
2020-02-23 00:00:00,2020-02-23 00:00:00,Algeria,0,0,0
2020-02-24 00:00:00,2020-02-24 00:00:00,Algeria,0,0,0
2020-02-25 00:00:00,2020-02-25 00:00:00,Algeria,1,0,0
2020-02-26 00:00:00,2020-02-26 00:00:00,Algeria,1,0,0
2020-02-27 00:00:00,2020-02-27 00:00:00,Algeria,1,0,0
2020-02-28 00:00:00,2020-02-28 00:00:00,Algeria,1,0,0
2020-02-29 00:00:00,2020-02-29 00:00:00,Algeria,1,0,0
2020-03-01 00:00:00,2020-03-01 00:00:00,Algeria,1,0,0
2020-03-02 00:00:00,2020-03-02 00:00:00,Algeria,3,0,0
2020-03-03 00:00:00,2020-03-03 00:00:00,Algeria,5,0,0
2020-03-04 00:00:00,2020-03-04 00:00:00,Algeria,12,0,0
2020-03-05 00:00:00,2020-03-05 00:00:00,Algeria,12,0,0
2020-03-06 00:00:00,2020-03-06 00:00:00,Algeria,17,0,0
2020-03-07 00:00:00,2020-03-07 00:00:00,Algeria,17,0,0
2020-03-08 00:00:00,2020-03-08 00:00:00,Algeria,19,0,0
2020-03-09 00:00:00,2020-03-09 00:00:00,Algeria,20,0,0
2020-03-10 00:00:00,2020-03-10 00:00:00,Algeria,20,0,0
2020-03-11 00:00:00,2020-03-11 00:00:00,Algeria,20,0,0
2020-03-12 00:00:00,2020-03-12 00:00:00,Algeria,24,1,8
2020-03-13 00:00:00,2020-03-13 00:00:00,Algeria,26,2,8
2020-03-14 00:00:00,2020-03-14 00:00:00,Algeria,37,3,12
2020-03-15 00:00:00,2020-03-15 00:00:00,Algeria,48,4,12
2020-03-16 00:00:00,2020-03-16 00:00:00,Algeria,54,4,12
2020-03-17 00:00:00,2020-03-17 00:00:00,Algeria,60,4,12
2020-03-18 00:00:00,2020-03-18 00:00:00,Algeria,74,7,12
2020-03-19 00:00:00,2020-03-19 00:00:00,Algeria,87,9,32
2020-03-20 00:00:00,2020-03-20 00:00:00,Algeria,90,11,32
2020-03-21 00:00:00,2020-03-21 00:00:00,Algeria,139,15,32
2020-03-22 00:00:00,2020-03-22 00:00:00,Algeria,201,17,65
2020-03-23 00:00:00,2020-03-23 00:00:00,Algeria,230,17,65
2020-03-24 00:00:00,2020-03-24 00:00:00,Algeria,264,19,24
2020-03-25 00:00:00,2020-03-25 00:00:00,Algeria,302,21,65
2020-03-26 00:00:00,2020-03-26 00:00:00,Algeria,367,25,29
2020-03-27 00:00:00,2020-03-27 00:00:00,Algeria,409,26,29
2020-03-28 00:00:00,2020-03-28 00:00:00,Algeria,454,29,31
2020-03-29 00:00:00,2020-03-29 00:00:00,Algeria,511,31,31
2020-03-30 00:00:00,2020-03-30 00:00:00,Algeria,584,35,37
2020-03-31 00:00:00,2020-03-31 00:00:00,Algeria,716,44,46
2020-04-01 00:00:00,2020-04-01 00:00:00,Algeria,847,58,61
2020-04-02 00:00:00,2020-04-02 00:00:00,Algeria,986,86,61
2020-04-03 00:00:00,2020-04-03 00:00:00,Algeria,1171,105,62
2020-04-04 00:00:00,2020-04-04 00:00:00,Algeria,1251,130,90
2020-04-05 00:00:00,2020-04-05 00:00:00,Algeria,1320,152,90
2020-04-06 00:00:00,2020-04-06 00:00:00,Algeria,1423,173,90
2020-04-07 00:00:00,2020-04-07 00:00:00,Algeria,1468,193,113
2020-04-08 00:00:00,2020-04-08 00:00:00,Algeria,1572,205,237
2020-04-09 00:00:00,2020-04-09 00:00:00,Algeria,1666,235,347
2020-04-10 00:00:00,2020-04-10 00:00:00,Algeria,1761,256,405
2020-04-11 00:00:00,2020-04-11 00:00:00,Algeria,1825,275,460
2020-04-12 00:00:00,2020-04-12 00:00:00,Algeria,1914,293,591
2020-04-13 00:00:00,2020-04-13 00:00:00,Algeria,1983,313,601
2020-04-14 00:00:00,2020-04-14 00:00:00,Algeria,2070,326,691
2020-04-15 00:00:00,2020-04-15 00:00:00,Algeria,2160,336,708
2020-04-16 00:00:00,2020-04-16 00:00:00,Algeria,2268,348,783
2020-04-17 00:00:00,2020-04-17 00:00:00,Algeria,2418,364,846
2020-04-18 00:00:00,2020-04-18 00:00:00,Algeria,2534,367,894
2020-04-19 00:00:00,2020-04-19 00:00:00,Algeria,2629,375,1047
2020-04-20 00:00:00,2020-04-20 00:00:00,Algeria,2629,375,1047
2020-01-22 00:00:00,2020-01-22 00:00:00,Andorra,0,0,0
2020-01-23 00:00:00,2020-01-23 00:00:00,Andorra,0,0,0
2020-01-24 00:00:00,2020-01-24 00:00:00,Andorra,0,0,0
2020-01-25 00:00:00,2020-01-25 00:00:00,Andorra,0,0,0
2020-01-26 00:00:00,2020-01-26 00:00:00,Andorra,0,0,0
2020-01-27 00:00:00,2020-01-27 00:00:00,Andorra,0,0,0
2020-01-28 00:00:00,2020-01-28 00:00:00,Andorra,0,0,0
2020-01-29 00:00:00,2020-01-29 00:00:00,Andorra,0,0,0
2020-01-30 00:00:00,2020-01-30 00:00:00,Andorra,0,0,0
2020-01-31 00:00:00,2020-01-31 00:00:00,Andorra,0,0,0
2020-02-01 00:00:00,2020-02-01 00:00:00,Andorra,0,0,0
2020-02-02 00:00:00,2020-02-02 00:00:00,Andorra,0,0,0
2020-02-03 00:00:00,2020-02-03 00:00:00,Andorra,0,0,0
2020-02-04 00:00:00,2020-02-04 00:00:00,Andorra,0,0,0
2020-02-05 00:00:00,2020-02-05 00:00:00,Andorra,0,0,0
2020-02-06 00:00:00,2020-02-06 00:00:00,Andorra,0,0,0
2020-02-07 00:00:00,2020-02-07 00:00:00,Andorra,0,0,0
2020-02-08 00:00:00,2020-02-08 00:00:00,Andorra,0,0,0
2020-02-09 00:00:00,2020-02-09 00:00:00,Andorra,0,0,0
2020-02-10 00:00:00,2020-02-10 00:00:00,Andorra,0,0,0
2020-02-11 00:00:00,2020-02-11 00:00:00,Andorra,0,0,0
2020-02-12 00:00:00,2020-02-12 00:00:00,Andorra,0,0,0
2020-02-13 00:00:00,2020-02-13 00:00:00,Andorra,0,0,0
2020-02-14 00:00:00,2020-02-14 00:00:00,Andorra,0,0,0
2020-02-15 00:00:00,2020-02-15 00:00:00,Andorra,0,0,0
2020-02-16 00:00:00,2020-02-16 00:00:00,Andorra,0,0,0
2020-02-17 00:00:00,2020-02-17 00:00:00,Andorra,0,0,0
2020-02-18 00:00:00,2020-02-18 00:00:00,Andorra,0,0,0
2020-02-19 00:00:00,2020-02-19 00:00:00,Andorra,0,0,0
2020-02-20 00:00:00,2020-02-20 00:00:00,Andorra,0,0,0
2020-02-21 00:00:00,2020-02-21 00:00:00,Andorra,0,0,0
2020-02-22 00:00:00,2020-02-22 00:00:00,Andorra,0,0,0
2020-02-23 00:00:00,2020-02-23 00:00:00,Andorra,0,0,0
2020-02-24 00:00:00,2020-02-24 00:00:00,Andorra,0,0,0
2020-02-25 00:00:00,2020-02-25 00:00:00,Andorra,0,0,0
2020-02-26 00:00:00,2020-02-26 00:00:00,Andorra,0,0,0
2020-02-27 00:00:00,2020-02-27 00:00:00,Andorra,0,0,0
2020-02-28 00:00:00,2020-02-28 00:00:00,Andorra,0,0,0
2020-02-29 00:00:00,2020-02-29 00:00:00,Andorra,0,0,0
2020-03-01 00:00:00,2020-03-01 00:00:00,Andorra,0,0,0
2020-03-02 00:00:00,2020-03-02 00:00:00,Andorra,1,0,0
2020-03-03 00:00:00,2020-03-03 00:00:00,Andorra,1,0,0
2020-03-04 00:00:00,2020-03-04 00:00:00,Andorra,1,0,0
2020-03-05 00:00:00,2020-03-05 00:00:00,Andorra,1,0,0
2020-03-06 00:00:00,2020-03-06 00:00:00,Andorra,1,0,0
2020-03-07 00:00:00,2020-03-07 00:00:00,Andorra,1,0,0
2020-03-08 00:00:00,2020-03-08 00:00:00,Andorra,1,0,0
2020-03-09 00:00:00,2020-03-09 00:00:00,Andorra,1,0,0
2020-03-10 00:00:00,2020-03-10 00:00:00,Andorra,1,0,0
2020-03-11 00:00:00,2020-03-11 00:00:00,Andorra,1,0,0
2020-03-12 00:00:00,2020-03-12 00:00:00,Andorra,1,0,1
2020-03-13 00:00:00,2020-03-13 00:00:00,Andorra,1,0,0
2020-03-14 00:00:00,2020-03-14 00:00:00,Andorra,1,0,1
2020-03-15 00:00:00,2020-03-15 00:00:00,Andorra,1,0,1
2020-03-16 00:00:00,2020-03-16 00:00:00,Andorra,2,0,1
2020-03-17 00:00:00,2020-03-17 00:00:00,Andorra,39,0,1
2020-03-18 00:00:00,2020-03-18 00:00:00,Andorra,39,0,1
2020-03-19 00:00:00,2020-03-19 00:00:00,Andorra,53,0,1
2020-03-20 00:00:00,2020-03-20 00:00:00,Andorra,75,0,1
2020-03-21 00:00:00,2020-03-21 00:00:00,Andorra,88,0,1
2020-03-22 00:00:00,2020-03-22 00:00:00,Andorra,113,1,1
2020-03-23 00:00:00,2020-03-23 00:00:00,Andorra,133,1,1
2020-03-24 00:00:00,2020-03-24 00:00:00,Andorra,164,1,1
2020-03-25 00:00:00,2020-03-25 00:00:00,Andorra,188,1,1
2020-03-26 00:00:00,2020-03-26 00:00:00,Andorra,224,3,1
2020-03-27 00:00:00,2020-03-27 00:00:00,Andorra,267,3,1
2020-03-28 00:00:00,2020-03-28 00:00:00,Andorra,308,3,1
2020-03-29 00:00:00,2020-03-29 00:00:00,Andorra,334,6,1
2020-03-30 00:00:00,2020-03-30 00:00:00,Andorra,370,8,10
2020-03-31 00:00:00,2020-03-31 00:00:00,Andorra,376,12,10
2020-04-01 00:00:00,2020-04-01 00:00:00,Andorra,390,14,10
2020-04-02 00:00:00,2020-04-02 00:00:00,Andorra,428,15,10
2020-04-03 00:00:00,2020-04-03 00:00:00,Andorra,439,16,16
2020-04-04 00:00:00,2020-04-04 00:00:00,Andorra,466,17,21
2020-04-05 00:00:00,2020-04-05 00:00:00,Andorra,501,18,26
2020-04-06 00:00:00,2020-04-06 00:00:00,Andorra,525,21,31
2020-04-07 00:00:00,2020-04-07 00:00:00,Andorra,545,22,39
2020-04-08 00:00:00,2020-04-08 00:00:00,Andorra,564,23,52
2020-04-09 00:00:00,2020-04-09 00:00:00,Andorra,583,25,58
2020-04-10 00:00:00,2020-04-10 00:00:00,Andorra,601,26,71
2020-04-11 00:00:00,2020-04-11 00:00:00,Andorra,601,26,71
2020-04-12 00:00:00,2020-04-12 00:00:00,Andorra,638,29,128
2020-04-13 00:00:00,2020-04-13 00:00:00,Andorra,646,29,128
2020-04-14 00:00:00,2020-04-14 00:00:00,Andorra,659,31,128
2020-04-15 00:00:00,2020-04-15 00:00:00,Andorra,673,33,169
2020-04-16 00:00:00,2020-04-16 00:00:00,Andorra,673,33,169
2020-04-17 00:00:00,2020-04-17 00:00:00,Andorra,696,35,191
2020-04-18 00:00:00,2020-04-18 00:00:00,Andorra,704,35,205
2020-04-19 00:00:00,2020-04-19 00:00:00,Andorra,713,36,235
2020-04-20 00:00:00,2020-04-20 00:00:00,Andorra,713,36,235
2020-01-22 00:00:00,2020-01-22 00:00:00,Angola,0,0,0
2020-01-23 00:00:00,2020-01-23 00:00:00,Angola,0,0,0
2020-01-24 00:00:00,2020-01-24 00:00:00,Angola,0,0,0
2020-01-25 00:00:00,2020-01-25 00:00:00,Angola,0,0,0
2020-01-26 00:00:00,2020-01-26 00:00:00,Angola,0,0,0
2020-01-27 00:00:00,2020-01-27 00:00:00,Angola,0,0,0
2020-01-28 00:00:00,2020-01-28 00:00:00,Angola,0,0,0
2020-01-29 00:00:00,2020-01-29 00:00:00,Angola,0,0,0
2020-01-30 00:00:00,2020-01-30 00:00:00,Angola,0,0,0
2020-01-31 00:00:00,2020-01-31 00:00:00,Angola,0,0,0
2020-02-01 00:00:00,2020-02-01 00:00:00,Angola,0,0,0
2020-02-02 00:00:00,2020-02-02 00:00:00,Angola,0,0,0
2020-02-03 00:00:00,2020-02-03 00:00:00,Angola,0,0,0
