DATA,DATA,PAÍS,CONFIRMADOS,FATAIS,RECUPERADOS
2020-04-03 00:00:00,2020-04-03 00:00:00,Belarus,351,4,53
2020-04-04 00:00:00,2020-04-04 00:00:00,Belarus,440,5,53
2020-04-05 00:00:00,2020-04-05 00:00:00,Belarus,562,8,52
2020-04-06 00:00:00,2020-04-06 00:00:00,Belarus,700,13,53
2020-04-07 00:00:00,2020-04-07 00:00:00,Belarus,861,13,54
2020-04-08 00:00:00,2020-04-08 00:00:00,Belarus,1066,13,77
2020-04-09 00:00:00,2020-04-09 00:00:00,Belarus,1486,16,139
2020-04-10 00:00:00,2020-04-10 00:00:00,Belarus,1981,19,169
2020-04-11 00:00:00,2020-04-11 00:00:00,Belarus,2226,23,172
2020-04-12 00:00:00,2020-04-12 00:00:00,Belarus,2578,26,203
2020-04-13 00:00:00,2020-04-13 00:00:00,Belarus,2919,29,203
2020-04-14 00:00:00,2020-04-14 00:00:00,Belarus,3281,33,203
2020-04-15 00:00:00,2020-04-15 00:00:00,Belarus,3728,36,203
2020-04-16 00:00:00,2020-04-16 00:00:00,Belarus,4204,40,203
2020-04-17 00:00:00,2020-04-17 00:00:00,Belarus,4779,42,342
2020-04-18 00:00:00,2020-04-18 00:00:00,Belarus,4779,45,342
2020-04-19 00:00:00,2020-04-19 00:00:00,Belarus,4779,47,494
2020-04-20 00:00:00,2020-04-20 00:00:00,Belarus,4779,47,494
2020-01-22 00:00:00,2020-01-22 00:00:00,Belgium,0,0,0
2020-01-23 00:00:00,2020-01-23 00:00:00,Belgium,0,0,0
2020-01-24 00:00:00,2020-01-24 00:00:00,Belgium,0,0,0
2020-01-25 00:00:00,2020-01-25 00:00:00,Belgium,0,0,0
2020-01-26 00:00:00,2020-01-26 00:00:00,Belgium,0,0,0
2020-01-27 00:00:00,2020-01-27 00:00:00,Belgium,0,0,0
2020-01-28 00:00:00,2020-01-28 00:00:00,Belgium,0,0,0
2020-01-29 00:00:00,2020-01-29 00:00:00,Belgium,0,0,0
2020-01-30 00:00:00,2020-01-30 00:00:00,Belgium,0,0,0
2020-01-31 00:00:00,2020-01-31 00:00:00,Belgium,0,0,0
2020-02-01 00:00:00,2020-02-01 00:00:00,Belgium,0,0,0
2020-02-02 00:00:00,2020-02-02 00:00:00,Belgium,0,0,0
2020-02-03 00:00:00,2020-02-03 00:00:00,Belgium,0,0,0
2020-02-04 00:00:00,2020-02-04 00:00:00,Belgium,1,0,0
2020-02-05 00:00:00,2020-02-05 00:00:00,Belgium,1,0,0
2020-02-06 00:00:00,2020-02-06 00:00:00,Belgium,1,0,0
2020-02-07 00:00:00,2020-02-07 00:00:00,Belgium,1,0,0
2020-02-08 00:00:00,2020-02-08 00:00:00,Belgium,1,0,0
2020-02-09 00:00:00,2020-02-09 00:00:00,Belgium,1,0,0
2020-02-10 00:00:00,2020-02-10 00:00:00,Belgium,1,0,0
2020-02-11 00:00:00,2020-02-11 00:00:00,Belgium,1,0,0
2020-02-12 00:00:00,2020-02-12 00:00:00,Belgium,1,0,0
2020-02-13 00:00:00,2020-02-13 00:00:00,Belgium,1,0,0
2020-02-14 00:00:00,2020-02-14 00:00:00,Belgium,1,0,0
2020-02-15 00:00:00,2020-02-15 00:00:00,Belgium,1,0,0
2020-02-16 00:00:00,2020-02-16 00:00:00,Belgium,1,0,0
2020-02-17 00:00:00,2020-02-17 00:00:00,Belgium,1,0,1
2020-02-18 00:00:00,2020-02-18 00:00:00,Belgium,1,0,1
2020-02-19 00:00:00,2020-02-19 00:00:00,Belgium,1,0,1
2020-02-20 00:00:00,2020-02-20 00:00:00,Belgium,1,0,1
2020-02-21 00:00:00,2020-02-21 00:00:00,Belgium,1,0,1
2020-02-22 00:00:00,2020-02-22 00:00:00,Belgium,1,0,1
2020-02-23 00:00:00,2020-02-23 00:00:00,Belgium,1,0,1
2020-02-24 00:00:00,2020-02-24 00:00:00,Belgium,1,0,1
2020-02-25 00:00:00,2020-02-25 00:00:00,Belgium,1,0,1
2020-02-26 00:00:00,2020-02-26 00:00:00,Belgium,1,0,1
2020-02-27 00:00:00,2020-02-27 00:00:00,Belgium,1,0,1
2020-02-28 00:00:00,2020-02-28 00:00:00,Belgium,1,0,1
2020-02-29 00:00:00,2020-02-29 00:00:00,Belgium,1,0,1
2020-03-01 00:00:00,2020-03-01 00:00:00,Belgium,2,0,1
2020-03-02 00:00:00,2020-03-02 00:00:00,Belgium,8,0,1
2020-03-03 00:00:00,2020-03-03 00:00:00,Belgium,13,0,1
2020-03-04 00:00:00,2020-03-04 00:00:00,Belgium,23,0,1
2020-03-05 00:00:00,2020-03-05 00:00:00,Belgium,50,0,1
2020-03-06 00:00:00,2020-03-06 00:00:00,Belgium,109,0,1
2020-03-07 00:00:00,2020-03-07 00:00:00,Belgium,169,0,1
2020-03-08 00:00:00,2020-03-08 00:00:00,Belgium,200,0,1
2020-03-09 00:00:00,2020-03-09 00:00:00,Belgium,239,0,1
2020-03-10 00:00:00,2020-03-10 00:00:00,Belgium,267,0,1
2020-03-11 00:00:00,2020-03-11 00:00:00,Belgium,314,3,1
2020-03-12 00:00:00,2020-03-12 00:00:00,Belgium,314,3,1
2020-03-13 00:00:00,2020-03-13 00:00:00,Belgium,559,3,1
2020-03-14 00:00:00,2020-03-14 00:00:00,Belgium,689,4,1
2020-03-15 00:00:00,2020-03-15 00:00:00,Belgium,886,4,1
2020-03-16 00:00:00,2020-03-16 00:00:00,Belgium,1058,5,1
2020-03-17 00:00:00,2020-03-17 00:00:00,Belgium,1243,10,1
2020-03-18 00:00:00,2020-03-18 00:00:00,Belgium,1486,14,31
2020-03-19 00:00:00,2020-03-19 00:00:00,Belgium,1795,21,31
2020-03-20 00:00:00,2020-03-20 00:00:00,Belgium,2257,37,1
2020-03-21 00:00:00,2020-03-21 00:00:00,Belgium,2815,67,263
2020-03-22 00:00:00,2020-03-22 00:00:00,Belgium,3401,75,263
2020-03-23 00:00:00,2020-03-23 00:00:00,Belgium,3743,88,263
2020-03-24 00:00:00,2020-03-24 00:00:00,Belgium,4269,122,461
2020-03-25 00:00:00,2020-03-25 00:00:00,Belgium,4937,178,547
2020-03-26 00:00:00,2020-03-26 00:00:00,Belgium,6235,220,675
2020-03-27 00:00:00,2020-03-27 00:00:00,Belgium,7284,289,858
2020-03-28 00:00:00,2020-03-28 00:00:00,Belgium,9134,353,1063
2020-03-29 00:00:00,2020-03-29 00:00:00,Belgium,10836,431,1359
2020-03-30 00:00:00,2020-03-30 00:00:00,Belgium,11899,513,1527
2020-03-31 00:00:00,2020-03-31 00:00:00,Belgium,12775,705,1696
2020-04-01 00:00:00,2020-04-01 00:00:00,Belgium,13964,828,2132
2020-04-02 00:00:00,2020-04-02 00:00:00,Belgium,15348,1011,2495
2020-04-03 00:00:00,2020-04-03 00:00:00,Belgium,16770,1143,2872
2020-04-04 00:00:00,2020-04-04 00:00:00,Belgium,18431,1283,3247
2020-04-05 00:00:00,2020-04-05 00:00:00,Belgium,19691,1447,3751
2020-04-06 00:00:00,2020-04-06 00:00:00,Belgium,20814,1632,3986
2020-04-07 00:00:00,2020-04-07 00:00:00,Belgium,22194,2035,4157
2020-04-08 00:00:00,2020-04-08 00:00:00,Belgium,23403,2240,4681
2020-04-09 00:00:00,2020-04-09 00:00:00,Belgium,24983,2523,5164
2020-04-10 00:00:00,2020-04-10 00:00:00,Belgium,26667,3019,5568
2020-04-11 00:00:00,2020-04-11 00:00:00,Belgium,28018,3346,5986
2020-04-12 00:00:00,2020-04-12 00:00:00,Belgium,29647,3600,6463
2020-04-13 00:00:00,2020-04-13 00:00:00,Belgium,30589,3903,6707
2020-04-14 00:00:00,2020-04-14 00:00:00,Belgium,31119,4157,6868
2020-04-15 00:00:00,2020-04-15 00:00:00,Belgium,33573,4440,7107
2020-04-16 00:00:00,2020-04-16 00:00:00,Belgium,34809,4857,7562
2020-04-17 00:00:00,2020-04-17 00:00:00,Belgium,36138,5163,7961
2020-04-18 00:00:00,2020-04-18 00:00:00,Belgium,37183,5453,8348
2020-04-19 00:00:00,2020-04-19 00:00:00,Belgium,38496,5683,8757
2020-04-20 00:00:00,2020-04-20 00:00:00,Belgium,39983,5828,8895
2020-01-22 00:00:00,2020-01-22 00:00:00,Belize,0,0,0
2020-01-23 00:00:00,2020-01-23 00:00:00,Belize,0,0,0
2020-01-24 00:00:00,2020-01-24 00:00:00,Belize,0,0,0
2020-01-25 00:00:00,2020-01-25 00:00:00,Belize,0,0,0
2020-01-26 00:00:00,2020-01-26 00:00:00,Belize,0,0,0
2020-01-27 00:00:00,2020-01-27 00:00:00,Belize,0,0,0
2020-01-28 00:00:00,2020-01-28 00:00:00,Belize,0,0,0
2020-01-29 00:00:00,2020-01-29 00:00:00,Belize,0,0,0
2020-01-30 00:00:00,2020-01-30 00:00:00,Belize,0,0,0
2020-01-31 00:00:00,2020-01-31 00:00:00,Belize,0,0,0
2020-02-01 00:00:00,2020-02-01 00:00:00,Belize,0,0,0
2020-02-02 00:00:00,2020-02-02 00:00:00,Belize,0,0,0
2020-02-03 00:00:00,2020-02-03 00:00:00,Belize,0,0,0
2020-02-04 00:00:00,2020-02-04 00:00:00,Belize,0,0,0
2020-02-05 00:00:00,2020-02-05 00:00:00,Belize,0,0,0
2020-02-06 00:00:00,2020-02-06 00:00:00,Belize,0,0,0
2020-02-07 00:00:00,2020-02-07 00:00:00,Belize,0,0,0
2020-02-08 00:00:00,2020-02-08 00:00:00,Belize,0,0,0
2020-02-09 00:00:00,2020-02-09 00:00:00,Belize,0,0,0
2020-02-10 00:00:00,2020-02-10 00:00:00,Belize,0,0,0
2020-02-11 00:00:00,2020-02-11 00:00:00,Belize,0,0,0
2020-02-12 00:00:00,2020-02-12 00:00:00,Belize,0,0,0
2020-02-13 00:00:00,2020-02-13 00:00:00,Belize,0,0,0
2020-02-14 00:00:00,2020-02-14 00:00:00,Belize,0,0,0
2020-02-15 00:00:00,2020-02-15 00:00:00,Belize,0,0,0
2020-02-16 00:00:00,2020-02-16 00:00:00,Belize,0,0,0
2020-02-17 00:00:00,2020-02-17 00:00:00,Belize,0,0,0
2020-02-18 00:00:00,2020-02-18 00:00:00,Belize,0,0,0
2020-02-19 00:00:00,2020-02-19 00:00:00,Belize,0,0,0
2020-02-20 00:00:00,2020-02-20 00:00:00,Belize,0,0,0
2020-02-21 00:00:00,2020-02-21 00:00:00,Belize,0,0,0
2020-02-22 00:00:00,2020-02-22 00:00:00,Belize,0,0,0
2020-02-23 00:00:00,2020-02-23 00:00:00,Belize,0,0,0
2020-02-24 00:00:00,2020-02-24 00:00:00,Belize,0,0,0
2020-02-25 00:00:00,2020-02-25 00:00:00,Belize,0,0,0
2020-02-26 00:00:00,2020-02-26 00:00:00,Belize,0,0,0
2020-02-27 00:00:00,2020-02-27 00:00:00,Belize,0,0,0
2020-02-28 00:00:00,2020-02-28 00:00:00,Belize,0,0,0
2020-02-29 00:00:00,2020-02-29 00:00:00,Belize,0,0,0
2020-03-01 00:00:00,2020-03-01 00:00:00,Belize,0,0,0
2020-03-02 00:00:00,2020-03-02 00:00:00,Belize,0,0,0
2020-03-03 00:00:00,2020-03-03 00:00:00,Belize,0,0,0
2020-03-04 00:00:00,2020-03-04 00:00:00,Belize,0,0,0
2020-03-05 00:00:00,2020-03-05 00:00:00,Belize,0,0,0
2020-03-06 00:00:00,2020-03-06 00:00:00,Belize,0,0,0
2020-03-07 00:00:00,2020-03-07 00:00:00,Belize,0,0,0
2020-03-08 00:00:00,2020-03-08 00:00:00,Belize,0,0,0
2020-03-09 00:00:00,2020-03-09 00:00:00,Belize,0,0,0
2020-03-10 00:00:00,2020-03-10 00:00:00,Belize,0,0,0
2020-03-11 00:00:00,2020-03-11 00:00:00,Belize,0,0,0
2020-03-12 00:00:00,2020-03-12 00:00:00,Belize,0,0,0
2020-03-13 00:00:00,2020-03-13 00:00:00,Belize,0,0,0
2020-03-14 00:00:00,2020-03-14 00:00:00,Belize,0,0,0
2020-03-15 00:00:00,2020-03-15 00:00:00,Belize,0,0,0
2020-03-16 00:00:00,2020-03-16 00:00:00,Belize,0,0,0
2020-03-17 00:00:00,2020-03-17 00:00:00,Belize,0,0,0
2020-03-18 00:00:00,2020-03-18 00:00:00,Belize,0,0,0
2020-03-19 00:00:00,2020-03-19 00:00:00,Belize,0,0,0
2020-03-20 00:00:00,2020-03-20 00:00:00,Belize,0,0,0
2020-03-21 00:00:00,2020-03-21 00:00:00,Belize,0,0,0
2020-03-22 00:00:00,2020-03-22 00:00:00,Belize,0,0,0
2020-03-23 00:00:00,2020-03-23 00:00:00,Belize,1,0,0
2020-03-24 00:00:00,2020-03-24 00:00:00,Belize,1,0,0
2020-03-25 00:00:00,2020-03-25 00:00:00,Belize,2,0,0
2020-03-26 00:00:00,2020-03-26 00:00:00,Belize,2,0,0
2020-03-27 00:00:00,2020-03-27 00:00:00,Belize,2,0,0
2020-03-28 00:00:00,2020-03-28 00:00:00,Belize,2,0,0
2020-03-29 00:00:00,2020-03-29 00:00:00,Belize,2,0,0
2020-03-30 00:00:00,2020-03-30 00:00:00,Belize,3,0,0
2020-03-31 00:00:00,2020-03-31 00:00:00,Belize,3,0,0
2020-04-01 00:00:00,2020-04-01 00:00:00,Belize,3,0,0
2020-04-02 00:00:00,2020-04-02 00:00:00,Belize,3,0,0
2020-04-03 00:00:00,2020-04-03 00:00:00,Belize,4,0,0
2020-04-04 00:00:00,2020-04-04 00:00:00,Belize,4,0,0
2020-04-05 00:00:00,2020-04-05 00:00:00,Belize,5,0,0
2020-04-06 00:00:00,2020-04-06 00:00:00,Belize,7,1,0
2020-04-07 00:00:00,2020-04-07 00:00:00,Belize,7,1,0
2020-04-08 00:00:00,2020-04-08 00:00:00,Belize,8,1,0
2020-04-09 00:00:00,2020-04-09 00:00:00,Belize,9,1,0
2020-04-10 00:00:00,2020-04-10 00:00:00,Belize,10,2,0
2020-04-11 00:00:00,2020-04-11 00:00:00,Belize,13,2,0
2020-04-12 00:00:00,2020-04-12 00:00:00,Belize,14,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,Belize,18,2,0
2020-04-14 00:00:00,2020-04-14 00:00:00,Belize,18,2,0
2020-04-15 00:00:00,2020-04-15 00:00:00,Belize,18,2,0
2020-04-16 00:00:00,2020-04-16 00:00:00,Belize,18,2,0
2020-04-17 00:00:00,2020-04-17 00:00:00,Belize,18,2,0
2020-04-18 00:00:00,2020-04-18 00:00:00,Belize,18,2,0
2020-04-19 00:00:00,2020-04-19 00:00:00,Belize,18,2,2
2020-04-20 00:00:00,2020-04-20 00:00:00,Belize,18,2,2
2020-01-22 00:00:00,2020-01-22 00:00:00,Benin,0,0,0
2020-01-23 00:00:00,2020-01-23 00:00:00,Benin,0,0,0
2020-01-24 00:00:00,2020-01-24 00:00:00,Benin,0,0,0
2020-01-25 00:00:00,2020-01-25 00:00:00,Benin,0,0,0
2020-01-26 00:00:00,2020-01-26 00:00:00,Benin,0,0,0
2020-01-27 00:00:00,2020-01-27 00:00:00,Benin,0,0,0
2020-01-28 00:00:00,2020-01-28 00:00:00,Benin,0,0,0
2020-01-29 00:00:00,2020-01-29 00:00:00,Benin,0,0,0
2020-01-30 00:00:00,2020-01-30 00:00:00,Benin,0,0,0
2020-01-31 00:00:00,2020-01-31 00:00:00,Benin,0,0,0
2020-02-01 00:00:00,2020-02-01 00:00:00,Benin,0,0,0
2020-02-02 00:00:00,2020-02-02 00:00:00,Benin,0,0,0
2020-02-03 00:00:00,2020-02-03 00:00:00,Benin,0,0,0
2020-02-04 00:00:00,2020-02-04 00:00:00,Benin,0,0,0
2020-02-05 00:00:00,2020-02-05 00:00:00,Benin,0,0,0
2020-02-06 00:00:00,2020-02-06 00:00:00,Benin,0,0,0
2020-02-07 00:00:00,2020-02-07 00:00:00,Benin,0,0,0
2020-02-08 00:00:00,2020-02-08 00:00:00,Benin,0,0,0
2020-02-09 00:00:00,2020-02-09 00:00:00,Benin,0,0,0
2020-02-10 00:00:00,2020-02-10 00:00:00,Benin,0,0,0
2020-02-11 00:00:00,2020-02-11 00:00:00,Benin,0,0,0
2020-02-12 00:00:00,2020-02-12 00:00:00,Benin,0,0,0
2020-02-13 00:00:00,2020-02-13 00:00:00,Benin,0,0,0
2020-02-14 00:00:00,2020-02-14 00:00:00,Benin,0,0,0
2020-02-15 00:00:00,2020-02-15 00:00:00,Benin,0,0,0
2020-02-16 00:00:00,2020-02-16 00:00:00,Benin,0,0,0
2020-02-17 00:00:00,2020-02-17 00:00:00,Benin,0,0,0
2020-02-18 00:00:00,2020-02-18 00:00:00,Benin,0,0,0
2020-02-19 00:00:00,2020-02-19 00:00:00,Benin,0,0,0
2020-02-20 00:00:00,2020-02-20 00:00:00,Benin,0,0,0
2020-02-21 00:00:00,2020-02-21 00:00:00,Benin,0,0,0
2020-02-22 00:00:00,2020-02-22 00:00:00,Benin,0,0,0
2020-02-23 00:00:00,2020-02-23 00:00:00,Benin,0,0,0
2020-02-24 00:00:00,2020-02-24 00:00:00,Benin,0,0,0
2020-02-25 00:00:00,2020-02-25 00:00:00,Benin,0,0,0
2020-02-26 00:00:00,2020-02-26 00:00:00,Benin,0,0,0
2020-02-27 00:00:00,2020-02-27 00:00:00,Benin,0,0,0
2020-02-28 00:00:00,2020-02-28 00:00:00,Benin,0,0,0
2020-02-29 00:00:00,2020-02-29 00:00:00,Benin,0,0,0
2020-03-01 00:00:00,2020-03-01 00:00:00,Benin,0,0,0
2020-03-02 00:00:00,2020-03-02 00:00:00,Benin,0,0,0
2020-03-03 00:00:00,2020-03-03 00:00:00,Benin,0,0,0
2020-03-04 00:00:00,2020-03-04 00:00:00,Benin,0,0,0
2020-03-05 00:00:00,2020-03-05 00:00:00,Benin,0,0,0
2020-03-06 00:00:00,2020-03-06 00:00:00,Benin,0,0,0
2020-03-07 00:00:00,2020-03-07 00:00:00,Benin,0,0,0
2020-03-08 00:00:00,2020-03-08 00:00:00,Benin,0,0,0
2020-03-09 00:00:00,2020-03-09 00:00:00,Benin,0,0,0
2020-03-10 00:00:00,2020-03-10 00:00:00,Benin,0,0,0
2020-03-11 00:00:00,2020-03-11 00:00:00,Benin,0,0,0
2020-03-12 00:00:00,2020-03-12 00:00:00,Benin,0,0,0
2020-03-13 00:00:00,2020-03-13 00:00:00,Benin,0,0,0
2020-03-14 00:00:00,2020-03-14 00:00:00,Benin,0,0,0
2020-03-15 00:00:00,2020-03-15 00:00:00,Benin,0,0,0
2020-03-16 00:00:00,2020-03-16 00:00:00,Benin,1,0,0
2020-03-17 00:00:00,2020-03-17 00:00:00,Benin,1,0,0
2020-03-18 00:00:00,2020-03-18 00:00:00,Benin,2,0,0
2020-03-19 00:00:00,2020-03-19 00:00:00,Benin,2,0,0
2020-03-20 00:00:00,2020-03-20 00:00:00,Benin,2,0,0
2020-03-21 00:00:00,2020-03-21 00:00:00,Benin,2,0,0
2020-03-22 00:00:00,2020-03-22 00:00:00,Benin,2,0,0
2020-03-23 00:00:00,2020-03-23 00:00:00,Benin,5,0,0
2020-03-24 00:00:00,2020-03-24 00:00:00,Benin,6,0,0
2020-03-25 00:00:00,2020-03-25 00:00:00,Benin,6,0,0
2020-03-26 00:00:00,2020-03-26 00:00:00,Benin,6,0,0
2020-03-27 00:00:00,2020-03-27 00:00:00,Benin,6,0,0
2020-03-28 00:00:00,2020-03-28 00:00:00,Benin,6,0,0
2020-03-29 00:00:00,2020-03-29 00:00:00,Benin,6,0,0
2020-03-30 00:00:00,2020-03-30 00:00:00,Benin,6,0,0
2020-03-31 00:00:00,2020-03-31 00:00:00,Benin,9,0,1
2020-04-01 00:00:00,2020-04-01 00:00:00,Benin,13,0,1
2020-04-02 00:00:00,2020-04-02 00:00:00,Benin,13,0,1
2020-04-03 00:00:00,2020-04-03 00:00:00,Benin,16,0,2
2020-04-04 00:00:00,2020-04-04 00:00:00,Benin,16,0,2
2020-04-05 00:00:00,2020-04-05 00:00:00,Benin,22,0,5
2020-04-06 00:00:00,2020-04-06 00:00:00,Benin,26,1,5
2020-04-07 00:00:00,2020-04-07 00:00:00,Benin,26,1,5
2020-04-08 00:00:00,2020-04-08 00:00:00,Benin,26,1,5
2020-04-09 00:00:00,2020-04-09 00:00:00,Benin,26,1,5
2020-04-10 00:00:00,2020-04-10 00:00:00,Benin,35,1,5
2020-04-11 00:00:00,2020-04-11 00:00:00,Benin,35,1,5
2020-04-12 00:00:00,2020-04-12 00:00:00,Benin,35,1,5
2020-04-13 00:00:00,2020-04-13 00:00:00,Benin,35,1,5
2020-04-14 00:00:00,2020-04-14 00:00:00,Benin,35,1,18
2020-04-15 00:00:00,2020-04-15 00:00:00,Benin,35,1,18
2020-04-16 00:00:00,2020-04-16 00:00:00,Benin,35,1,18
2020-04-17 00:00:00,2020-04-17 00:00:00,Benin,35,1,18
2020-04-18 00:00:00,2020-04-18 00:00:00,Benin,35,1,18
2020-04-19 00:00:00,2020-04-19 00:00:00,Benin,35,1,18
2020-04-20 00:00:00,2020-04-20 00:00:00,Benin,54,1,27
2020-04-20 00:00:00,2020-04-20 00:00:00,Bermuda,86,5,35
2020-01-22 00:00:00,2020-01-22 00:00:00,Bhutan,0,0,0
2020-01-23 00:00:00,2020-01-23 00:00:00,Bhutan,0,0,0
2020-01-24 00:00:00,2020-01-24 00:00:00,Bhutan,0,0,0
2020-01-25 00:00:00,2020-01-25 00:00:00,Bhutan,0,0,0
2020-01-26 00:00:00,2020-01-26 00:00:00,Bhutan,0,0,0
2020-01-27 00:00:00,2020-01-27 00:00:00,Bhutan,0,0,0
2020-01-28 00:00:00,2020-01-28 00:00:00,Bhutan,0,0,0
2020-01-29 00:00:00,2020-01-29 00:00:00,Bhutan,0,0,0
2020-01-30 00:00:00,2020-01-30 00:00:00,Bhutan,0,0,0
2020-01-31 00:00:00,2020-01-31 00:00:00,Bhutan,0,0,0
2020-02-01 00:00:00,2020-02-01 00:00:00,Bhutan,0,0,0
2020-02-02 00:00:00,2020-02-02 00:00:00,Bhutan,0,0,0
2020-02-03 00:00:00,2020-02-03 00:00:00,Bhutan,0,0,0
2020-02-04 00:00:00,2020-02-04 00:00:00,Bhutan,0,0,0
2020-02-05 00:00:00,2020-02-05 00:00:00,Bhutan,0,0,0
2020-02-06 00:00:00,2020-02-06 00:00:00,Bhutan,0,0,0
2020-02-07 00:00:00,2020-02-07 00:00:00,Bhutan,0,0,0
2020-02-08 00:00:00,2020-02-08 00:00:00,Bhutan,0,0,0
2020-02-09 00:00:00,2020-02-09 00:00:00,Bhutan,0,0,0
2020-02-10 00:00:00,2020-02-10 00:00:00,Bhutan,0,0,0
2020-02-11 00:00:00,2020-02-11 00:00:00,Bhutan,0,0,0
2020-02-12 00:00:00,2020-02-12 00:00:00,Bhutan,0,0,0
2020-02-13 00:00:00,2020-02-13 00:00:00,Bhutan,0,0,0
2020-02-14 00:00:00,2020-02-14 00:00:00,Bhutan,0,0,0
2020-02-15 00:00:00,2020-02-15 00:00:00,Bhutan,0,0,0
2020-02-16 00:00:00,2020-02-16 00:00:00,Bhutan,0,0,0
2020-02-17 00:00:00,2020-02-17 00:00:00,Bhutan,0,0,0
2020-02-18 00:00:00,2020-02-18 00:00:00,Bhutan,0,0,0
2020-02-19 00:00:00,2020-02-19 00:00:00,Bhutan,0,0,0
2020-02-20 00:00:00,2020-02-20 00:00:00,Bhutan,0,0,0
2020-02-21 00:00:00,2020-02-21 00:00:00,Bhutan,0,0,0
2020-02-22 00:00:00,2020-02-22 00:00:00,Bhutan,0,0,0
2020-02-23 00:00:00,2020-02-23 00:00:00,Bhutan,0,0,0
2020-02-24 00:00:00,2020-02-24 00:00:00,Bhutan,0,0,0
2020-02-25 00:00:00,2020-02-25 00:00:00,Bhutan,0,0,0
2020-02-26 00:00:00,2020-02-26 00:00:00,Bhutan,0,0,0
2020-02-27 00:00:00,2020-02-27 00:00:00,Bhutan,0,0,0
2020-02-28 00:00:00,2020-02-28 00:00:00,Bhutan,0,0,0
2020-02-29 00:00:00,2020-02-29 00:00:00,Bhutan,0,0,0
2020-03-01 00:00:00,2020-03-01 00:00:00,Bhutan,0,0,0
2020-03-02 00:00:00,2020-03-02 00:00:00,Bhutan,0,0,0
2020-03-03 00:00:00,2020-03-03 00:00:00,Bhutan,0,0,0
2020-03-04 00:00:00,2020-03-04 00:00:00,Bhutan,0,0,0
2020-03-05 00:00:00,2020-03-05 00:00:00,Bhutan,0,0,0
2020-03-06 00:00:00,2020-03-06 00:00:00,Bhutan,1,0,0
2020-03-07 00:00:00,2020-03-07 00:00:00,Bhutan,1,0,0
2020-03-08 00:00:00,2020-03-08 00:00:00,Bhutan,1,0,0
2020-03-09 00:00:00,2020-03-09 00:00:00,Bhutan,1,0,0
2020-03-10 00:00:00,2020-03-10 00:00:00,Bhutan,1,0,0
2020-03-11 00:00:00,2020-03-11 00:00:00,Bhutan,1,0,0
2020-03-12 00:00:00,2020-03-12 00:00:00,Bhutan,1,0,0
2020-03-13 00:00:00,2020-03-13 00:00:00,Bhutan,1,0,0
2020-03-14 00:00:00,2020-03-14 00:00:00,Bhutan,1,0,0
2020-03-15 00:00:00,2020-03-15 00:00:00,Bhutan,1,0,0
2020-03-16 00:00:00,2020-03-16 00:00:00,Bhutan,1,0,0
2020-03-17 00:00:00,2020-03-17 00:00:00,Bhutan,1,0,0
2020-03-18 00:00:00,2020-03-18 00:00:00,Bhutan,1,0,0
2020-03-19 00:00:00,2020-03-19 00:00:00,Bhutan,1,0,0
2020-03-20 00:00:00,2020-03-20 00:00:00,Bhutan,2,0,0
2020-03-21 00:00:00,2020-03-21 00:00:00,Bhutan,2,0,0
2020-03-22 00:00:00,2020-03-22 00:00:00,Bhutan,2,0,0
2020-03-23 00:00:00,2020-03-23 00:00:00,Bhutan,2,0,0
2020-03-24 00:00:00,2020-03-24 00:00:00,Bhutan,2,0,0
2020-03-25 00:00:00,2020-03-25 00:00:00,Bhutan,2,0,0
2020-03-26 00:00:00,2020-03-26 00:00:00,Bhutan,2,0,0
2020-03-27 00:00:00,2020-03-27 00:00:00,Bhutan,3,0,0
2020-03-28 00:00:00,2020-03-28 00:00:00,Bhutan,3,0,0
2020-03-29 00:00:00,2020-03-29 00:00:00,Bhutan,4,0,0
2020-03-30 00:00:00,2020-03-30 00:00:00,Bhutan,4,0,0
2020-03-31 00:00:00,2020-03-31 00:00:00,Bhutan,4,0,0
2020-04-01 00:00:00,2020-04-01 00:00:00,Bhutan,4,0,0
2020-04-02 00:00:00,2020-04-02 00:00:00,Bhutan,5,0,1
2020-04-03 00:00:00,2020-04-03 00:00:00,Bhutan,5,0,2
2020-04-04 00:00:00,2020-04-04 00:00:00,Bhutan,5,0,2
2020-04-05 00:00:00,2020-04-05 00:00:00,Bhutan,5,0,2
2020-04-06 00:00:00,2020-04-06 00:00:00,Bhutan,5,0,2
2020-04-07 00:00:00,2020-04-07 00:00:00,Bhutan,5,0,2
2020-04-08 00:00:00,2020-04-08 00:00:00,Bhutan,5,0,2
2020-04-09 00:00:00,2020-04-09 00:00:00,Bhutan,5,0,2
2020-04-10 00:00:00,2020-04-10 00:00:00,Bhutan,5,0,2
2020-04-11 00:00:00,2020-04-11 00:00:00,Bhutan,5,0,2
2020-04-12 00:00:00,2020-04-12 00:00:00,Bhutan,5,0,2
2020-04-13 00:00:00,2020-04-13 00:00:00,Bhutan,5,0,2
2020-04-14 00:00:00,2020-04-14 00:00:00,Bhutan,5,0,2
2020-04-15 00:00:00,2020-04-15 00:00:00,Bhutan,5,0,2
2020-04-16 00:00:00,2020-04-16 00:00:00,Bhutan,5,0,2
2020-04-17 00:00:00,2020-04-17 00:00:00,Bhutan,5,0,2
2020-04-18 00:00:00,2020-04-18 00:00:00,Bhutan,5,0,2
