DATA,DATA,ESTADO,CIDADE,CONFIRMADOS,FATAIS
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,SANTA LUZIA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,SANTA MARIA DA VITÓRIA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,SÃO DOMINGOS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,SÃO FRANCISCO DO CONDE,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,SERRA DO RAMALHO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,SERRINHA,4,0
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,SIMÕES FILHO,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,TEIXEIRA DE FREITAS,5,0
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,UBATÃ,4,0
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,VERA CRUZ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,ADUSTINA,1,1
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,ARACI,1,1
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,GONGOGI,1,1
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,ILHÉUS,44,1
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,ITAGIBÁ,3,1
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,ITAPETINGA,5,1
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,URUÇUCA,12,1
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,UTINGA,1,1
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,VITÓRIA DA CONQUISTA,19,1
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,SALVADOR,390,11
2020-04-13 00:00:00,2020-04-13 00:00:00,BA,LAURO DE FREITAS,24,2
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,ACOPIARA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,AMONTADA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,AQUIRAZ,30,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,BARROQUINHA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,BEBERIBE,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,CANINDÉ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,CASCAVEL,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,CATARINA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,CRATEÚS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,CRATO,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,CROATÁ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,FORQUILHA,0,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,FORTIM,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,GRAÇA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,GUARACIABA DO NORTE,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,ICAPUÍ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,ICÓ,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,INDEFINIDA,30,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,INDEPENDÊNCIA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,IPAPORANGA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,IPUEIRAS,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,ITAIÇABA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,ITAPAJÉ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,ITAPIPOCA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,ITAREMA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,JUAZEIRO DO NORTE,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,LAVRAS DA MANGABEIRA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,MAURITI,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,MOMBAÇA,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,NOVO ORIENTE,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,PACAJUS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,PACATUBA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,PEDRA BRANCA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,PINDORETAMA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,QUIXADÁ,7,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,QUIXERÉ,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,RUSSAS,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,SANTANA DO ACARAÚ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,SÃO LUÍS DO CURU,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,SENADOR POMPEU,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,SENADOR SÁ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,SOBRAL,17,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,TABULEIRO DO NORTE,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,TRAIRI,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,VÁRZEA ALEGRE,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,ARACATI,3,1
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,CARIÚS,2,1
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,CAUCAIA,31,1
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,FARIAS BRITO,1,1
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,HORIZONTE,7,1
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,ITAITINGA,5,1
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,MARACANAÚ,25,1
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,QUIXERAMOBIM,3,1
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,SANTA QUITÉRIA,1,1
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,TIANGUÁ,3,1
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,EUSÉBIO,7,2
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,JAGUARIBE,5,2
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,MARANGUAPE,5,2
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,IGUATU,7,3
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,LIMOEIRO DO NORTE,4,3
2020-04-13 00:00:00,2020-04-13 00:00:00,CE,FORTALEZA,1686,78
2020-04-13 00:00:00,2020-04-13 00:00:00,DF,BRASÍLIA,641,15
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,AFONSO CLÁUDIO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,ALFREDO CHAVES,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,ALTO RIO NOVO,0,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,ARACRUZ,7,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,BOA ESPERANÇA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,CACHOEIRO DE ITAPEMIRIM,6,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,CASTELO,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,COLATINA,6,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,FUNDÃO,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,GUARAPARI,4,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,IBIRAÇU,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,INDEFINIDA,0,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,ITAPEMIRIM,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,NOVA VENÉCIA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,SANTA LEOPOLDINA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,SANTA TERESA,4,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,SÃO GABRIEL DA PALHA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,SÃO JOSÉ DO CALÇADO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,SÃO ROQUE DO CANAÃ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,SOORETAMA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,VENDA NOVA DO IMIGRANTE,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,VIANA,4,0
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,CARIACICA,37,1
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,LINHARES,9,1
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,SÃO MATEUS,5,1
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,VILA VELHA,133,3
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,SERRA,109,5
2020-04-13 00:00:00,2020-04-13 00:00:00,ES,VITÓRIA,119,6
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,ÁGUAS LINDAS DE GOIÁS,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,ALOÂNDIA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,ANÁPOLIS,18,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,ANHANGUERA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,BELA VISTA DE GOIÁS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,BOM JESUS DE GOIÁS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,CALDAS NOVAS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,CAMPESTRE DE GOIÁS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,CATALÃO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,CIDADE OCIDENTAL,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,FORMOSA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,GOIANÉSIA,10,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,GOIATUBA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,GUAPÓ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,HIDROLÂNDIA,0,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,INDEFINIDA,0,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,ITAGUARU,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,ITUMBIARA,5,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,JATAÍ,4,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,MONTIVIDIU,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,NERÓPOLIS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,NOVA GLÓRIA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,NOVA VENEZA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,PARANAIGUARA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,PIRENÓPOLIS,0,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,PROFESSOR JAMIL,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,RIALMA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,SÃO LUÍS DE MONTES BELOS,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,SENADOR CANEDO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,SILVÂNIA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,TRINDADE,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,URUAÇU,0,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,VIANÓPOLIS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,APARECIDA DE GOIÂNIA,5,1
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,GOIANDIRA,1,1
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,PARAÚNA,1,1
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,PIRES DO RIO,1,1
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,RIO VERDE,13,1
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,VALPARAÍSO DE GOIÁS,6,1
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,LUZIÂNIA,8,2
2020-04-13 00:00:00,2020-04-13 00:00:00,GO,GOIÂNIA,130,7
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,AÇAILÂNDIA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,ALTAMIRA DO MARANHÃO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,CACHOEIRA GRANDE,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,CAJAPIÓ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,CANTANHEDE,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,CAXIAS,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,CHAPADINHA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,COLINAS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,ICATU,0,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,IMPERATRIZ,12,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,MIRINZAL,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,RAPOSA,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,SANTA INÊS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,SANTA RITA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,SÃO BENEDITO DO RIO PRETO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,SÃO JOSÉ DE RIBAMAR,35,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,TIMON,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,URBANO SANTOS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,VIANA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,VITÓRIA DO MEARIM,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,ZÉ DOCA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,PAÇO DO LUMIAR,16,2
2020-04-13 00:00:00,2020-04-13 00:00:00,MA,SÃO LUÍS,392,30
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,ABAETÉ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,ALFENAS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,ALPERCATA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,ARAGUARI,7,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,ARCOS,4,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,BARBACENA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,BETIM,9,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,BOA ESPERANÇA,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,BOM DESPACHO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,BONFIM,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,BORDA DA MATA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,BOTELHOS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,CAMBUÍ,5,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,CAMBUQUIRA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,CAMPO BELO,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,CAMPOS ALTOS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,CAMPOS GERAIS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,CAPITÓLIO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,CARANGOLA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,CARMO DA CACHOEIRA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,CARMO DO CAJURU,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,CENTRALINA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,CONCEIÇÃO DAS ALAGOAS,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,CONTAGEM,17,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,CORONEL FABRICIANO,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,DIVINÉSIA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,ESMERALDAS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,ESPINOSA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,EXTREMA,5,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,FERROS,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,FORMIGA,0,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,FRUTAL,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,GUIMARÂNIA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,IBIRITÉ,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,INDEFINIDA,10,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,IPABA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,IPATINGA,4,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,IPUIÚNA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,ITAJUBÁ,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,ITANHANDU,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,ITAPECERICA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,ITAPEVA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,ITUIUTABA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,JABOTICATUBAS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,JANAÚBA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,JECEABA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,JOÃO MONLEVADE,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,LAGOA DA PRATA,14,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,LAVRAS,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,MACHADO,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,MANHUAÇU,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,MÁRIO CAMPOS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,MARLIÉRIA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,MATOZINHOS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,MONTE CARMELO,4,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,MURIAÉ,4,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,NANUQUE,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,NOVA LIMA,44,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,NOVA SERRANA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,PARÁ DE MINAS,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,PARACATU,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,PATROCÍNIO,7,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,PERDÕES,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,PIRAPETINGA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,PIRAPORA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,PIUMHI,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,POÇOS DE CALDAS,4,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,RIBEIRÃO DAS NEVES,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SABARÁ,7,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SANTA LUZIA,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SANTA MARIA DE ITABIRA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SANTANA DO PARAÍSO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SANTO ANTÔNIO DO MONTE,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SÃO BRÁS DO SUAÇUÍ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SÃO GOTARDO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SÃO JOÃO DEL REI,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SÃO JOÃO NEPOMUCENO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SÃO LOURENÇO,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SARZEDO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SENADOR AMARAL,4,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SERRA DO SALITRE,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,SETE LAGOAS,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,TIMÓTEO,7,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,TOLEDO,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,UBÁ,4,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,UNAÍ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,VAZANTE,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,DIVINÓPOLIS,21,1
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,GOVERNADOR VALADARES,5,1
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,ITABIRA,2,1
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,MARIANA,3,1
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,MONTES CLAROS,1,1
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,OURO FINO,1,1
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,PATOS DE MINAS,6,1
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,UBERABA,18,1
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,VARGINHA,7,1
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,JUIZ DE FORA,61,2
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,PARAISÓPOLIS,4,2
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,POUSO ALEGRE,12,2
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,UBERLÂNDIA,55,2
2020-04-13 00:00:00,2020-04-13 00:00:00,MG,BELO HORIZONTE,357,6
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,ALCINÓPOLIS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,CHAPADÃO DO SUL,6,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,CORUMBÁ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,COXIM,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,DOURADOS,7,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,NAVIRAÍ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,NOVA ANDRADINA,10,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,PARANAÍBA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,PONTA PORÃ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,RIO VERDE DE MATO GROSSO,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,SIDROLÂNDIA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,SONORA,9,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,TRÊS LAGOAS,11,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,BATAYPORÃ,6,2
2020-04-13 00:00:00,2020-04-13 00:00:00,MS,CAMPO GRANDE,55,2
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,ALTA FLORESTA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,CAMPO NOVO DO PARECIS,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,CANARANA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,CHAPADA DOS GUIMARÃES,0,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,CUIABÁ,72,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,INDEFINIDA,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,LAMBARI D'OESTE,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,NOVA MONTE VERDE,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,NOVA MUTUM,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,PRIMAVERA DO LESTE,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,SÃO JOSÉ DOS QUATRO MARCOS,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,SINOP,11,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,TANGARÁ DA SERRA,5,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,UNIÃO DO SUL,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,VÁRZEA GRANDE,6,0
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,ARIPUANÃ,2,1
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,CÁCERES,2,1
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,LUCAS DO RIO VERDE,1,1
2020-04-13 00:00:00,2020-04-13 00:00:00,MT,RONDONÓPOLIS,22,1
2020-04-13 00:00:00,2020-04-13 00:00:00,PA,ABAETETUBA,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,PA,ACARÁ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,PA,ALTAMIRA,2,0
2020-04-13 00:00:00,2020-04-13 00:00:00,PA,ANANINDEUA,28,0
2020-04-13 00:00:00,2020-04-13 00:00:00,PA,BARCARENA,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,PA,BENEVIDES,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,PA,BUJARU,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,PA,CAPANEMA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,PA,CASTANHAL,7,0
2020-04-13 00:00:00,2020-04-13 00:00:00,PA,CONCEIÇÃO DO ARAGUAIA,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,PA,GOIANÉSIA DO PARÁ,1,0
2020-04-13 00:00:00,2020-04-13 00:00:00,PA,ITAITUBA,3,0
2020-04-13 00:00:00,2020-04-13 00:00:00,PA,MARABÁ,2,0
