DATA,DATA,ESTADO,CIDADE,CONFIRMADOS,FATAIS
2020-03-31 00:00:00,2020-03-31 00:00:00,ES,SÃO ROQUE DO CANAÃ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,ES,SERRA,14,0
2020-03-31 00:00:00,2020-03-31 00:00:00,ES,VIANA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,ES,VILA VELHA,35,0
2020-03-31 00:00:00,2020-03-31 00:00:00,ES,VITÓRIA,28,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,ÁGUAS LINDAS DE GOIÁS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,ANÁPOLIS,4,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,APARECIDA DE GOIÂNIA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,CATALÃO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,GOIANÉSIA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,GOIÂNIA,39,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,HIDROLÂNDIA,0,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,INDEFINIDA,0,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,ITUMBIARA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,JATAÍ,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,PARANAIGUARA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,RIO VERDE,7,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,SILVÂNIA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,VALPARAÍSO DE GOIÁS,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,GO,LUZIÂNIA,1,1
2020-03-31 00:00:00,2020-03-31 00:00:00,MA,SÃO LUÍS,51,1
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,ALFENAS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,BETIM,5,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,BOA ESPERANÇA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,BOM DESPACHO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,CAMPO BELO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,CAMPOS ALTOS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,CARMO DO CAJURU,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,CONTAGEM,5,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,CORONEL FABRICIANO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,DIVINÓPOLIS,9,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,EXTREMA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,GOVERNADOR VALADARES,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,GUIMARÂNIA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,INDEFINIDA,5,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,IPATINGA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,JUIZ DE FORA,23,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,LAGOA DA PRATA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,MANHUAÇU,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,MARIANA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,MURIAÉ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,NOVA LIMA,20,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,PATROCÍNIO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,POÇOS DE CALDAS,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,SABARÁ,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,SANTA LUZIA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,SÃO JOÃO DEL REI,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,SERRA DO SALITRE,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,SETE LAGOAS,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,TIMÓTEO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,UBERABA,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,UBERLÂNDIA,10,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,UNAÍ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MG,BELO HORIZONTE,163,2
2020-03-31 00:00:00,2020-03-31 00:00:00,MS,ALCINÓPOLIS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MS,CAMPO GRANDE,37,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MS,DOURADOS,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MS,NOVA ANDRADINA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MS,PONTA PORÃ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MS,RIO VERDE DE MATO GROSSO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MS,SIDROLÂNDIA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MS,BATAYPORÃ,3,1
2020-03-31 00:00:00,2020-03-31 00:00:00,MT,CUIABÁ,18,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MT,NOVA MONTE VERDE,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MT,RONDONÓPOLIS,4,0
2020-03-31 00:00:00,2020-03-31 00:00:00,MT,VÁRZEA GRANDE,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PA,ABAETETUBA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PA,ANANINDEUA,6,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PA,BELÉM,21,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PA,CASTANHAL,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PA,ITAITUBA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PA,MARABÁ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PA,MARITUBA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PA,PARAUAPEBAS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PA,TUCURUÍ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PB,CAMPINA GRANDE,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PB,IGARACY,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PB,JOÃO PESSOA,13,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PB,SOUSA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PB,PATOS,1,1
2020-03-31 00:00:00,2020-03-31 00:00:00,PE,BELO JARDIM,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PE,CAMARAGIBE,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PE,CARUARU,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PE,FERNANDO DE NORONHA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PE,IPUBI,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PE,JABOATÃO DOS GUARARAPES,6,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PE,OLINDA,5,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PE,PALMARES,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PE,PETROLINA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PE,SÃO LOURENÇO DA MATA,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PE,GOIANA,1,1
2020-03-31 00:00:00,2020-03-31 00:00:00,PE,INDEFINIDA,5,1
2020-03-31 00:00:00,2020-03-31 00:00:00,PE,RECIFE,58,4
2020-03-31 00:00:00,2020-03-31 00:00:00,PI,PARNAÍBA,1,1
2020-03-31 00:00:00,2020-03-31 00:00:00,PI,SÃO JOSÉ DO DIVINO,1,1
2020-03-31 00:00:00,2020-03-31 00:00:00,PI,TERESINA,16,2
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,ALMIRANTE TAMANDARÉ,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,CAMPO LARGO,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,CAMPO MOURÃO,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,CASTRO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,CIANORTE,7,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,COLOMBO,0,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,CONTENDA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,CURITIBA,87,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,FAXINAL,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,FOZ DO IGUAÇU,10,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,FRANCISCO BELTRÃO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,GUAÍRA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,GUARAPUAVA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,INDEFINIDA,6,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,IRETAMA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,LAPA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,LONDRINA,9,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,MARECHAL CÂNDIDO RONDON,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,MARIÓPOLIS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,MATINHOS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,MEDIANEIRA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,PARANAVAÍ,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,PATO BRANCO,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,PEABIRU,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,PINHAIS,4,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,PONTA GROSSA,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,QUATIGUÁ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,QUATRO BARRAS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,RIO BRANCO DO SUL,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,RIO NEGRO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,SÃO JOSÉ DOS PINHAIS,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,TELÊMACO BORBA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,TERRA RICA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,UMUARAMA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,UNIÃO DA VITÓRIA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,VERÊ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,CASCAVEL,10,1
2020-03-31 00:00:00,2020-03-31 00:00:00,PR,MARINGÁ,9,2
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,ANGRA DOS REIS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,BARRA MANSA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,BELFORD ROXO,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,CAMPOS DOS GOYTACAZES,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,DUQUE DE CAXIAS,5,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,GUAPIMIRIM,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,INDEFINIDA,0,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,ITABORAÍ,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,MACAÉ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,MANGARATIBA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,MARICÁ,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,NOVA IGUAÇU,7,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,QUEIMADOS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,RESENDE,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,RIO DAS OSTRAS,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,SÃO GONÇALO,9,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,SÃO JOÃO DE MERITI,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,SÃO PEDRO DA ALDEIA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,SEROPÉDICA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,TERESÓPOLIS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,VALENÇA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,MIGUEL PEREIRA,1,1
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,NITERÓI,57,1
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,PETRÓPOLIS,5,1
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,RIO BONITO,2,1
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,VOLTA REDONDA,12,1
2020-03-31 00:00:00,2020-03-31 00:00:00,RJ,RIO DE JANEIRO,586,18
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,AÇU,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,APODI,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,CAICÓ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,CARNAUBAIS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,INDEFINIDA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,LUÍS GOMES,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,MACAÍBA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,MONTE ALEGRE,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,NATAL,42,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,PARNAMIRIM,10,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,PASSA E FICA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,SÃO GONÇALO DO AMARANTE,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,SÃO JOSÉ DE MIPIBU,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,TIBAU,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RN,MOSSORÓ,17,1
2020-03-31 00:00:00,2020-03-31 00:00:00,RO,JARU,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RO,JI-PARANÁ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RO,PORTO VELHO,7,1
2020-03-31 00:00:00,2020-03-31 00:00:00,RR,BOA VISTA,13,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RR,BONFIM,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,ALVORADA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,ANTA GORDA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,BAGÉ,15,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,BENTO GONÇALVES,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,CACHOEIRA DO SUL,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,CACHOEIRINHA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,CAMAQUÃ,0,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,CAMPO BOM,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,CANGUÇU,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,CANOAS,8,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,CAPÃO DA CANOA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,CAPÃO DO LEÃO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,CARLOS BARBOSA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,CAXIAS DO SUL,13,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,CERRO GRANDE DO SUL,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,CHARQUEADAS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,CRUZEIRO DO SUL,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,DOIS IRMÃOS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,DOM PEDRITO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,ELDORADO DO SUL,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,ERECHIM,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,ESTÂNCIA VELHA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,ESTRELA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,FARROUPILHA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,GARIBALDI,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,GRAVATAÍ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,LAJEADO,5,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,MARAU,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,NOVA PALMA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,OSÓRIO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,PARAÍ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,PASSO FUNDO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,PELOTAS,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,PIRATINI,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,RIO GRANDE,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,ROLANTE,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,SANTA MARIA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,SANTA ROSA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,SANT'ANA DO LIVRAMENTO,4,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,SANTIAGO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,SANTO ANTÔNIO DA PATRULHA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,SÃO DOMINGOS DO SUL,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,SÃO LEOPOLDO,4,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,SAPIRANGA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,SERAFINA CORRÊA,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,TAQUARA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,TAQUARI,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,TORRES,7,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,VIAMÃO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,IVOTI,3,1
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,NOVO HAMBURGO,2,1
2020-03-31 00:00:00,2020-03-31 00:00:00,RS,PORTO ALEGRE,190,2
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,ANTÔNIO CARLOS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,BALNEÁRIO ARROIO DO SILVA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,BALNEÁRIO CAMBORIÚ,9,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,BLUMENAU,19,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,BRAÇO DO NORTE,12,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,BRUSQUE,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,CAMBORIÚ,7,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,CANELINHA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,CHAPECÓ,5,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,CRICIÚMA,17,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,FLORIANÓPOLIS,58,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,GASPAR,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,GRAVATAL,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,IÇARA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,IMBITUBA,5,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,INDAIAL,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,INDEFINIDA,8,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,ITAJAÍ,18,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,ITAPEMA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,JAGUARUNA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,JARAGUÁ DO SUL,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,LAGES,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,LAGUNA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,NAVEGANTES,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,PAPANDUVA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,PESCARIA BRAVA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,POMERODE,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,RANCHO QUEIMADO,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,SÃO FRANCISCO DO SUL,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,SÃO JOSÉ,10,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,SÃO LOURENÇO DO OESTE,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,SÃO LUDGERO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,SÃO PEDRO DE ALCÂNTARA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,SIDERÓPOLIS,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,TIJUCAS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,TIMBÉ DO SUL,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,TUBARÃO,9,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,URUSSANGA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,JOINVILLE,14,1
2020-03-31 00:00:00,2020-03-31 00:00:00,SC,PORTO BELO,4,1
2020-03-31 00:00:00,2020-03-31 00:00:00,SE,ARACAJU,16,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SE,NOSSA SENHORA DA GLÓRIA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SE,PROPRIÁ,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,AMERICANA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,ARAÇATUBA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,ARUJÁ,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,BARUERI,20,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,BAURU,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,BRODOWSKI,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,CACHOEIRA PAULISTA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,CAJAMAR,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,CARAPICUÍBA,6,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,COTIA,12,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,DIADEMA,5,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,FERRAZ DE VASCONCELOS,5,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,FRANCO DA ROCHA,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,GUARUJÁ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,HORTOLÂNDIA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,IRACEMÁPOLIS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,ITAPECERICA DA SERRA,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,ITAPEVI,6,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,ITAQUAQUECETUBA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,ITUPEVA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,JAGUARIÚNA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,JANDIRA,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,JUNDIAÍ,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,LENÇÓIS PAULISTA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,LOUVEIRA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,MAIRIPORÃ,2,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,MATÃO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,MAUÁ,3,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,MOGI DAS CRUZES,10,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,MOGI GUAÇU,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,NOVA ODESSA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,PAULÍNIA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,PENÁPOLIS,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,PIRACICABA,5,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,PIRAJUÍ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,POÁ,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,PORTO FELIZ,0,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,RIBEIRÃO PIRES,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,RIO CLARO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,SALTO DE PIRAPORA,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,SANTA ISABEL,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,SANTANA DE PARNAÍBA,17,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,SANTOS,14,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,SÃO JOSÉ DO RIO PARDO,1,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,SÃO JOSÉ DO RIO PRETO,6,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,SÃO JOSÉ DOS CAMPOS,9,0
2020-03-31 00:00:00,2020-03-31 00:00:00,SP,SÃO PEDRO,1,0
